"Barcode","Genes"
"s_008um_00211_00340-1","SFRP4"
"s_008um_00187_00125-1","SFRP4"
"s_008um_00199_00352-1","SFRP4"
"s_008um_00309_00093-1","SFRP4"
"s_008um_00423_00130-1","SFRP4"
"s_008um_00373_00431-1","SFRP4"
"s_008um_00296_00370-1","SFRP4"
"s_008um_00255_00387-1","SFRP4"
"s_008um_00331_00405-1","SFRP4"
"s_008um_00115_00322-1","SFRP4"
"s_008um_00227_00412-1","SFRP4"
"s_008um_00242_00131-1","SFRP4"
"s_008um_00281_00077-1","SFRP4"
"s_008um_00112_00280-1","SFRP4"
"s_008um_00493_00507-1","SFRP4"
"s_008um_00146_00166-1","SFRP4"
"s_008um_00219_00328-1","SFRP4"
"s_008um_00342_00387-1","SFRP4"
"s_008um_00251_00362-1","SFRP4"
"s_008um_00413_00447-1","SFRP4"
"s_008um_00219_00110-1","SFRP4"
"s_008um_00353_00330-1","SFRP4"
"s_008um_00555_00296-1","SFRP4"
"s_008um_00398_00172-1","SFRP4"
"s_008um_00284_00350-1","SFRP4"
"s_008um_00447_00174-1","SFRP4"
"s_008um_00343_00096-1","SFRP4"
"s_008um_00359_00155-1","SFRP4"
"s_008um_00329_00175-1","SFRP4"
"s_008um_00214_00213-1","SFRP4"
"s_008um_00382_00094-1","SFRP4"
"s_008um_00322_00080-1","SFRP4"
"s_008um_00300_00148-1","SFRP4"
"s_008um_00169_00221-1","SFRP4"
"s_008um_00223_00379-1","SFRP4"
"s_008um_00413_00313-1","SFRP4"
"s_008um_00128_00292-1","SFRP4"
"s_008um_00236_00339-1","SFRP4"
"s_008um_00197_00291-1","SFRP4"
"s_008um_00395_00291-1","SFRP4"
"s_008um_00130_00163-1","SFRP4"
"s_008um_00442_00289-1","SFRP4"
"s_008um_00341_00215-1","SFRP4"
"s_008um_00347_00228-1","SFRP4"
"s_008um_00208_00122-1","SFRP4"
"s_008um_00224_00362-1","SFRP4"
"s_008um_00129_00066-1","SFRP4"
"s_008um_00452_00149-1","SFRP4"
"s_008um_00357_00195-1","SFRP4"
"s_008um_00099_00110-1","SFRP4"
"s_008um_00396_00263-1","SFRP4"
"s_008um_00305_00396-1","SFRP4"
"s_008um_00438_00231-1","SFRP4"
"s_008um_00359_00122-1","SFRP4"
"s_008um_00141_00190-1","SFRP4"
"s_008um_00361_00267-1","SFRP4"
"s_008um_00360_00321-1","SFRP4"
"s_008um_00387_00302-1","SFRP4"
"s_008um_00381_00088-1","SFRP4"
"s_008um_00429_00311-1","SFRP4"
"s_008um_00348_00208-1","SFRP4"
"s_008um_00256_00788-1","SFRP4"
"s_008um_00435_00161-1","SFRP4"
"s_008um_00358_00086-1","SFRP4"
"s_008um_00344_00307-1","SFRP4"
"s_008um_00269_00182-1","SFRP4"
"s_008um_00422_00177-1","SFRP4"
"s_008um_00342_00263-1","SFRP4"
"s_008um_00248_00356-1","SFRP4"
"s_008um_00193_00320-1","SFRP4"
"s_008um_00159_00297-1","SFRP4"
"s_008um_00372_00409-1","SFRP4"
"s_008um_00487_00002-1","SFRP4"
"s_008um_00354_00171-1","SFRP4"
"s_008um_00339_00379-1","SFRP4"
"s_008um_00317_00081-1","SFRP4"
"s_008um_00255_00330-1","SFRP4"
"s_008um_00417_00134-1","SFRP4"
"s_008um_00327_00359-1","SFRP4"
"s_008um_00351_00340-1","SFRP4"
"s_008um_00456_00331-1","SFRP4"
"s_008um_00328_00644-1","SFRP4"
"s_008um_00215_00291-1","SFRP4"
"s_008um_00178_00162-1","SFRP4"
"s_008um_00372_00268-1","SFRP4"
"s_008um_00352_00139-1","SFRP4"
"s_008um_00371_00323-1","SFRP4"
"s_008um_00230_00319-1","SFRP4"
"s_008um_00390_00113-1","SFRP4"
"s_008um_00235_00363-1","SFRP4"
"s_008um_00351_00104-1","SFRP4"
"s_008um_00353_00175-1","SFRP4"
"s_008um_00374_00280-1","SFRP4"
"s_008um_00380_00100-1","SFRP4"
"s_008um_00386_00205-1","SFRP4"
"s_008um_00294_00423-1","SFRP4"
"s_008um_00180_00117-1","SFRP4"
"s_008um_00282_00057-1","SFRP4"
"s_008um_00376_00447-1","SFRP4"
"s_008um_00222_00136-1","SFRP4"
"s_008um_00362_00156-1","SFRP4"
"s_008um_00311_00399-1","SFRP4"
"s_008um_00217_00377-1","SFRP4"
"s_008um_00349_00215-1","SFRP4"
"s_008um_00349_00074-1","SFRP4"
"s_008um_00197_00404-1","SFRP4"
"s_008um_00358_00110-1","SFRP4"
"s_008um_00399_00206-1","SFRP4"
"s_008um_00162_00263-1","SFRP4"
"s_008um_00508_00240-1","SFRP4"
"s_008um_00315_00351-1","SFRP4"
"s_008um_00466_00232-1","SFRP4"
"s_008um_00374_00083-1","SFRP4"
"s_008um_00238_00136-1","SFRP4"
"s_008um_00291_00163-1","SFRP4"
"s_008um_00184_00126-1","SFRP4"
"s_008um_00316_00142-1","SFRP4"
"s_008um_00395_00118-1","SFRP4"
"s_008um_00204_00060-1","SFRP4"
"s_008um_00349_00330-1","SFRP4"
"s_008um_00186_00304-1","SFRP4"
"s_008um_00353_00084-1","SFRP4"
"s_008um_00244_00321-1","SFRP4"
"s_008um_00123_00187-1","SFRP4"
"s_008um_00358_00289-1","SFRP4"
"s_008um_00368_00274-1","SFRP4"
"s_008um_00255_00134-1","SFRP4"
"s_008um_00344_00289-1","SFRP4"
"s_008um_00366_00324-1","SFRP4"
"s_008um_00385_00070-1","SFRP4"
"s_008um_00240_00348-1","SFRP4"
"s_008um_00300_00077-1","SFRP4"
"s_008um_00210_00123-1","SFRP4"
"s_008um_00408_00129-1","SFRP4"
"s_008um_00360_00389-1","SFRP4"
"s_008um_00337_00257-1","SFRP4"
"s_008um_00409_00255-1","SFRP4"
"s_008um_00381_00085-1","SFRP4"
"s_008um_00205_00093-1","SFRP4"
"s_008um_00222_00071-1","SFRP4"
"s_008um_00368_00118-1","SFRP4"
"s_008um_00262_00139-1","SFRP4"
"s_008um_00375_00306-1","SFRP4"
"s_008um_00194_00294-1","SFRP4"
"s_008um_00441_00309-1","SFRP4"
"s_008um_00254_00325-1","SFRP4"
"s_008um_00334_00157-1","SFRP4"
"s_008um_00414_00219-1","SFRP4"
"s_008um_00369_00293-1","SFRP4"
"s_008um_00319_00144-1","SFRP4"
"s_008um_00407_00313-1","SFRP4"
"s_008um_00015_00345-1","SFRP4"
"s_008um_00463_00481-1","SFRP4"
"s_008um_00470_00121-1","SFRP4"
"s_008um_00171_00362-1","SFRP4"
"s_008um_00396_00410-1","SFRP4"
"s_008um_00169_00188-1","SFRP4"
"s_008um_00364_00105-1","SFRP4"
"s_008um_00313_00355-1","SFRP4"
"s_008um_00264_00378-1","SFRP4"
"s_008um_00264_00061-1","SFRP4"
