"Barcode","Genes"
"s_008um_00386_00143-1","MMP11"
"s_008um_00181_00160-1","MMP11"
"s_008um_00356_00765-1","MMP11"
"s_008um_00211_00256-1","MMP11"
"s_008um_00228_00130-1","MMP11"
"s_008um_00409_00636-1","MMP11"
"s_008um_00390_00236-1","MMP11"
"s_008um_00518_00250-1","MMP11"
"s_008um_00624_00149-1","MMP11"
"s_008um_00407_00172-1","MMP11"
"s_008um_00574_00745-1","MMP11"
"s_008um_00555_00565-1","MMP11"
"s_008um_00642_00546-1","MMP11"
"s_008um_00309_00377-1","MMP11"
"s_008um_00592_00089-1","MMP11"
"s_008um_00401_00280-1","MMP11"
"s_008um_00142_00663-1","MMP11"
"s_008um_00377_00371-1","MMP11"
"s_008um_00256_00135-1","MMP11"
"s_008um_00279_00757-1","MMP11"
"s_008um_00618_00193-1","MMP11"
"s_008um_00453_00324-1","MMP11"
"s_008um_00418_00351-1","MMP11"
"s_008um_00415_00009-1","MMP11"
"s_008um_00231_00302-1","MMP11"
"s_008um_00088_00675-1","MMP11"
"s_008um_00327_00726-1","MMP11"
"s_008um_00257_00716-1","MMP11"
"s_008um_00626_00618-1","MMP11"
"s_008um_00481_00323-1","MMP11"
"s_008um_00200_00748-1","MMP11"
"s_008um_00170_00667-1","MMP11"
"s_008um_00239_00138-1","MMP11"
"s_008um_00474_00256-1","MMP11"
"s_008um_00427_00205-1","MMP11"
"s_008um_00711_00568-1","MMP11"
"s_008um_00055_00704-1","MMP11"
"s_008um_00486_00493-1","MMP11"
"s_008um_00542_00417-1","MMP11"
"s_008um_00250_00152-1","MMP11"
"s_008um_00138_00668-1","MMP11"
"s_008um_00381_00100-1","MMP11"
"s_008um_00314_00339-1","MMP11"
"s_008um_00386_00714-1","MMP11"
"s_008um_00673_00442-1","MMP11"
"s_008um_00244_00797-1","MMP11"
"s_008um_00546_00491-1","MMP11"
"s_008um_00475_00415-1","MMP11"
"s_008um_00379_00575-1","MMP11"
"s_008um_00383_00101-1","MMP11"
"s_008um_00215_00255-1","MMP11"
"s_008um_00363_00276-1","MMP11"
"s_008um_00236_00104-1","MMP11"
"s_008um_00231_00830-1","MMP11"
"s_008um_00290_00172-1","MMP11"
"s_008um_00248_00140-1","MMP11"
"s_008um_00374_00074-1","MMP11"
"s_008um_00303_00678-1","MMP11"
"s_008um_00229_00519-1","MMP11"
"s_008um_00159_00741-1","MMP11"
"s_008um_00384_00403-1","MMP11"
"s_008um_00355_00367-1","MMP11"
"s_008um_00647_00458-1","MMP11"
"s_008um_00310_00329-1","MMP11"
"s_008um_00481_00288-1","MMP11"
"s_008um_00192_00704-1","MMP11"
"s_008um_00462_00447-1","MMP11"
"s_008um_00675_00768-1","MMP11"
"s_008um_00737_00494-1","MMP11"
"s_008um_00174_00223-1","MMP11"
"s_008um_00177_00175-1","MMP11"
"s_008um_00340_00245-1","MMP11"
"s_008um_00233_00048-1","MMP11"
"s_008um_00111_00709-1","MMP11"
