"Barcode","Genes"
"s_008um_00712_00552-1","TIMP3"
"s_008um_00363_00306-1","TIMP3"
"s_008um_00380_00219-1","TIMP3"
"s_008um_00331_00374-1","TIMP3"
"s_008um_00482_00244-1","TIMP3"
"s_008um_00131_00695-1","TIMP3"
"s_008um_00330_00259-1","TIMP3"
"s_008um_00538_00287-1","TIMP3"
"s_008um_00309_00103-1","TIMP3"
"s_008um_00089_00697-1","TIMP3"
"s_008um_00355_00184-1","TIMP3"
"s_008um_00384_00129-1","TIMP3"
"s_008um_00414_00322-1","TIMP3"
"s_008um_00011_00728-1","TIMP3"
"s_008um_00077_00804-1","TIMP3"
"s_008um_00462_00459-1","TIMP3"
"s_008um_00170_00246-1","TIMP3"
"s_008um_00358_00082-1","TIMP3"
"s_008um_00389_00311-1","TIMP3"
"s_008um_00388_00403-1","TIMP3"
"s_008um_00336_00693-1","TIMP3"
"s_008um_00345_00323-1","TIMP3"
"s_008um_00479_00267-1","TIMP3"
"s_008um_00464_00604-1","TIMP3"
"s_008um_00327_00122-1","TIMP3"
"s_008um_00279_00726-1","TIMP3"
"s_008um_00534_00640-1","TIMP3"
"s_008um_00433_00281-1","TIMP3"
"s_008um_00433_00416-1","TIMP3"
"s_008um_00661_00460-1","TIMP3"
"s_008um_00541_00502-1","TIMP3"
"s_008um_00289_00433-1","TIMP3"
"s_008um_00700_00567-1","TIMP3"
"s_008um_00249_00677-1","TIMP3"
"s_008um_00387_00548-1","TIMP3"
"s_008um_00382_00184-1","TIMP3"
"s_008um_00506_00564-1","TIMP3"
"s_008um_00588_00176-1","TIMP3"
"s_008um_00517_00071-1","TIMP3"
"s_008um_00551_00503-1","TIMP3"
"s_008um_00646_00744-1","TIMP3"
"s_008um_00198_00043-1","TIMP3"
"s_008um_00408_00678-1","TIMP3"
"s_008um_00663_00573-1","TIMP3"
"s_008um_00259_00833-1","TIMP3"
"s_008um_00464_00654-1","TIMP3"
"s_008um_00485_00561-1","TIMP3"
"s_008um_00633_00240-1","TIMP3"
"s_008um_00314_00338-1","TIMP3"
"s_008um_00309_00177-1","TIMP3"
"s_008um_00511_00215-1","TIMP3"
"s_008um_00401_00600-1","TIMP3"
"s_008um_00356_00725-1","TIMP3"
"s_008um_00472_00577-1","TIMP3"
"s_008um_00005_00414-1","TIMP3"
"s_008um_00259_00737-1","TIMP3"
"s_008um_00395_00633-1","TIMP3"
"s_008um_00345_00348-1","TIMP3"
"s_008um_00241_00317-1","TIMP3"
"s_008um_00391_00190-1","TIMP3"
"s_008um_00456_00409-1","TIMP3"
"s_008um_00370_00296-1","TIMP3"
"s_008um_00319_00323-1","TIMP3"
"s_008um_00280_00716-1","TIMP3"
"s_008um_00564_00220-1","TIMP3"
"s_008um_00411_00600-1","TIMP3"
"s_008um_00520_00683-1","TIMP3"
"s_008um_00667_00787-1","TIMP3"
"s_008um_00585_00000-1","TIMP3"
"s_008um_00269_00809-1","TIMP3"
"s_008um_00732_00650-1","TIMP3"
"s_008um_00661_00690-1","TIMP3"
"s_008um_00621_00447-1","TIMP3"
"s_008um_00141_00390-1","TIMP3"
"s_008um_00527_00699-1","TIMP3"
"s_008um_00429_00337-1","TIMP3"
"s_008um_00586_00808-1","TIMP3"
"s_008um_00587_00070-1","TIMP3"
"s_008um_00016_00060-1","TIMP3"
"s_008um_00315_00669-1","TIMP3"
"s_008um_00409_00253-1","TIMP3"
"s_008um_00414_00160-1","TIMP3"
"s_008um_00284_00301-1","TIMP3"
"s_008um_00658_00559-1","TIMP3"
"s_008um_00423_00695-1","TIMP3"
