"Barcode","Genes"
"s_008um_00170_00771-1","CXCL14"
"s_008um_00167_00785-1","CXCL14"
"s_008um_00354_00147-1","CXCL14"
"s_008um_00336_00376-1","CXCL14"
"s_008um_00390_00474-1","CXCL14"
"s_008um_00607_00169-1","CXCL14"
"s_008um_00538_00603-1","CXCL14"
"s_008um_00609_00174-1","CXCL14"
"s_008um_00588_00808-1","CXCL14"
"s_008um_00314_00772-1","CXCL14"
"s_008um_00611_00509-1","CXCL14"
"s_008um_00253_00114-1","CXCL14"
"s_008um_00471_00373-1","CXCL14"
"s_008um_00130_00729-1","CXCL14"
"s_008um_00428_00682-1","CXCL14"
"s_008um_00043_00539-1","CXCL14"
"s_008um_00383_00347-1","CXCL14"
"s_008um_00366_00161-1","CXCL14"
"s_008um_00169_00005-1","CXCL14"
"s_008um_00634_00799-1","CXCL14"
"s_008um_00475_00439-1","CXCL14"
"s_008um_00438_00322-1","CXCL14"
"s_008um_00459_00731-1","CXCL14"
"s_008um_00541_00452-1","CXCL14"
"s_008um_00273_00814-1","CXCL14"
"s_008um_00398_00040-1","CXCL14"
"s_008um_00466_00065-1","CXCL14"
"s_008um_00395_00165-1","CXCL14"
"s_008um_00125_00286-1","CXCL14"
"s_008um_00121_00715-1","CXCL14"
"s_008um_00248_00235-1","CXCL14"
"s_008um_00427_00588-1","CXCL14"
"s_008um_00277_00312-1","CXCL14"
"s_008um_00623_00162-1","CXCL14"
"s_008um_00567_00216-1","CXCL14"
"s_008um_00207_00636-1","CXCL14"
"s_008um_00435_00045-1","CXCL14"
"s_008um_00352_00069-1","CXCL14"
"s_008um_00552_00165-1","CXCL14"
"s_008um_00622_00575-1","CXCL14"
"s_008um_00200_00825-1","CXCL14"
"s_008um_00148_00766-1","CXCL14"
"s_008um_00273_00715-1","CXCL14"
"s_008um_00651_00746-1","CXCL14"
"s_008um_00134_00768-1","CXCL14"
"s_008um_00399_00570-1","CXCL14"
"s_008um_00564_00761-1","CXCL14"
"s_008um_00070_00674-1","CXCL14"
"s_008um_00594_00483-1","CXCL14"
"s_008um_00662_00634-1","CXCL14"
"s_008um_00408_00299-1","CXCL14"
"s_008um_00428_00382-1","CXCL14"
"s_008um_00690_00625-1","CXCL14"
"s_008um_00024_00783-1","CXCL14"
"s_008um_00564_00143-1","CXCL14"
"s_008um_00207_00591-1","CXCL14"
"s_008um_00310_00194-1","CXCL14"
"s_008um_00512_00645-1","CXCL14"
"s_008um_00554_00122-1","CXCL14"
"s_008um_00621_00417-1","CXCL14"
"s_008um_00432_00703-1","CXCL14"
"s_008um_00571_00798-1","CXCL14"
"s_008um_00588_00534-1","CXCL14"
"s_008um_00236_00123-1","CXCL14"
"s_008um_00555_00518-1","CXCL14"
"s_008um_00521_00134-1","CXCL14"
"s_008um_00206_00814-1","CXCL14"
"s_008um_00326_00115-1","CXCL14"
"s_008um_00293_00041-1","CXCL14"
"s_008um_00344_00756-1","CXCL14"
"s_008um_00633_00469-1","CXCL14"
"s_008um_00309_00695-1","CXCL14"
"s_008um_00374_00180-1","CXCL14"
"s_008um_00501_00672-1","CXCL14"
"s_008um_00267_00599-1","CXCL14"
"s_008um_00657_00454-1","CXCL14"
"s_008um_00565_00368-1","CXCL14"
"s_008um_00411_00245-1","CXCL14"
"s_008um_00292_00758-1","CXCL14"
"s_008um_00598_00147-1","CXCL14"
"s_008um_00613_00731-1","CXCL14"
"s_008um_00508_00193-1","CXCL14"
"s_008um_00634_00613-1","CXCL14"
"s_008um_00147_00670-1","CXCL14"
"s_008um_00582_00776-1","CXCL14"
"s_008um_00634_00621-1","CXCL14"
"s_008um_00566_00061-1","CXCL14"
"s_008um_00254_00751-1","CXCL14"
"s_008um_00321_00083-1","CXCL14"
"s_008um_00138_00602-1","CXCL14"
"s_008um_00291_00272-1","CXCL14"
"s_008um_00489_00548-1","CXCL14"
"s_008um_00223_00671-1","CXCL14"
"s_008um_00638_00548-1","CXCL14"
"s_008um_00491_00103-1","CXCL14"
"s_008um_00328_00249-1","CXCL14"
"s_008um_00202_00629-1","CXCL14"
"s_008um_00461_00116-1","CXCL14"
"s_008um_00447_00531-1","CXCL14"
"s_008um_00273_00213-1","CXCL14"
"s_008um_00468_00442-1","CXCL14"
"s_008um_00647_00577-1","CXCL14"
"s_008um_00339_00271-1","CXCL14"
"s_008um_00238_00705-1","CXCL14"
"s_008um_00588_00469-1","CXCL14"
"s_008um_00586_00423-1","CXCL14"
"s_008um_00632_00550-1","CXCL14"
"s_008um_00110_00826-1","CXCL14"
"s_008um_00234_00724-1","CXCL14"
"s_008um_00600_00385-1","CXCL14"
"s_008um_00331_00466-1","CXCL14"
"s_008um_00237_00689-1","CXCL14"
"s_008um_00364_00757-1","CXCL14"
"s_008um_00658_00617-1","CXCL14"
"s_008um_00492_00213-1","CXCL14"
"s_008um_00301_00742-1","CXCL14"
"s_008um_00526_00128-1","CXCL14"
"s_008um_00429_00633-1","CXCL14"
"s_008um_00653_00541-1","CXCL14"
"s_008um_00360_00726-1","CXCL14"
"s_008um_00612_00177-1","CXCL14"
"s_008um_00589_00594-1","CXCL14"
"s_008um_00328_00192-1","CXCL14"
"s_008um_00620_00635-1","CXCL14"
"s_008um_00332_00280-1","CXCL14"
"s_008um_00566_00235-1","CXCL14"
"s_008um_00593_00664-1","CXCL14"
"s_008um_00594_00742-1","CXCL14"
"s_008um_00470_00302-1","CXCL14"
"s_008um_00619_00397-1","CXCL14"
"s_008um_00427_00714-1","CXCL14"
"s_008um_00460_00005-1","CXCL14"
"s_008um_00312_00197-1","CXCL14"
"s_008um_00547_00760-1","CXCL14"
"s_008um_00604_00487-1","CXCL14"
"s_008um_00411_00664-1","CXCL14"
"s_008um_00368_00757-1","CXCL14"
"s_008um_00100_00807-1","CXCL14"
"s_008um_00346_00742-1","CXCL14"
"s_008um_00051_00762-1","CXCL14"
"s_008um_00090_00661-1","CXCL14"
"s_008um_00215_00797-1","CXCL14"
"s_008um_00244_00715-1","CXCL14"
"s_008um_00206_00789-1","CXCL14"
"s_008um_00320_00320-1","CXCL14"
"s_008um_00572_00008-1","CXCL14"
