"Barcode","Genes"
"s_008um_00662_00611-1","IGFBP3"
"s_008um_00016_00781-1","IGFBP3"
"s_008um_00692_00748-1","IGFBP3"
"s_008um_00695_00659-1","IGFBP3"
"s_008um_00388_00634-1","IGFBP3"
"s_008um_00619_00606-1","IGFBP3"
"s_008um_00382_00137-1","IGFBP3"
"s_008um_00510_00241-1","IGFBP3"
"s_008um_00422_00347-1","IGFBP3"
"s_008um_00335_00088-1","IGFBP3"
"s_008um_00260_00347-1","IGFBP3"
"s_008um_00371_00203-1","IGFBP3"
"s_008um_00298_00075-1","IGFBP3"
"s_008um_00255_00320-1","IGFBP3"
"s_008um_00355_00339-1","IGFBP3"
"s_008um_00607_00010-1","IGFBP3"
"s_008um_00353_00282-1","IGFBP3"
"s_008um_00502_00236-1","IGFBP3"
"s_008um_00353_00286-1","IGFBP3"
"s_008um_00747_00471-1","IGFBP3"
"s_008um_00688_00746-1","IGFBP3"
"s_008um_00531_00726-1","IGFBP3"
"s_008um_00256_00370-1","IGFBP3"
"s_008um_00712_00736-1","IGFBP3"
"s_008um_00682_00514-1","IGFBP3"
"s_008um_00559_00524-1","IGFBP3"
"s_008um_00473_00343-1","IGFBP3"
"s_008um_00675_00516-1","IGFBP3"
"s_008um_00320_00396-1","IGFBP3"
"s_008um_00272_00067-1","IGFBP3"
"s_008um_00177_00165-1","IGFBP3"
"s_008um_00484_00232-1","IGFBP3"
"s_008um_00686_00763-1","IGFBP3"
"s_008um_00532_00246-1","IGFBP3"
"s_008um_00396_00098-1","IGFBP3"
"s_008um_00588_00714-1","IGFBP3"
"s_008um_00366_00223-1","IGFBP3"
"s_008um_00282_00087-1","IGFBP3"
"s_008um_00367_00322-1","IGFBP3"
"s_008um_00170_00120-1","IGFBP3"
"s_008um_00345_00803-1","IGFBP3"
"s_008um_00183_00145-1","IGFBP3"
"s_008um_00451_00306-1","IGFBP3"
"s_008um_00235_00731-1","IGFBP3"
"s_008um_00365_00591-1","IGFBP3"
"s_008um_00359_00192-1","IGFBP3"
"s_008um_00356_00206-1","IGFBP3"
"s_008um_00349_00137-1","IGFBP3"
"s_008um_00412_00150-1","IGFBP3"
"s_008um_00361_00222-1","IGFBP3"
"s_008um_00226_00526-1","IGFBP3"
"s_008um_00554_00597-1","IGFBP3"
"s_008um_00199_00581-1","IGFBP3"
"s_008um_00189_00823-1","IGFBP3"
"s_008um_00229_00118-1","IGFBP3"
"s_008um_00261_00421-1","IGFBP3"
"s_008um_00230_00115-1","IGFBP3"
"s_008um_00380_00106-1","IGFBP3"
"s_008um_00145_00199-1","IGFBP3"
"s_008um_00751_00497-1","IGFBP3"
"s_008um_00115_00612-1","IGFBP3"
"s_008um_00410_00421-1","IGFBP3"
"s_008um_00400_00135-1","IGFBP3"
"s_008um_00581_00372-1","IGFBP3"
"s_008um_00481_00773-1","IGFBP3"
"s_008um_00668_00635-1","IGFBP3"
"s_008um_00359_00097-1","IGFBP3"
"s_008um_00272_00357-1","IGFBP3"
"s_008um_00350_00556-1","IGFBP3"
"s_008um_00005_00058-1","IGFBP3"
"s_008um_00341_00144-1","IGFBP3"
"s_008um_00340_00202-1","IGFBP3"
"s_008um_00347_00811-1","IGFBP3"
"s_008um_00530_00218-1","IGFBP3"
"s_008um_00297_00365-1","IGFBP3"
"s_008um_00618_00212-1","IGFBP3"
"s_008um_00096_00561-1","IGFBP3"
"s_008um_00265_00051-1","IGFBP3"
"s_008um_00629_00508-1","IGFBP3"
"s_008um_00558_00801-1","IGFBP3"
"s_008um_00435_00119-1","IGFBP3"
"s_008um_00555_00716-1","IGFBP3"
"s_008um_00135_00636-1","IGFBP3"
"s_008um_00228_00189-1","IGFBP3"
"s_008um_00248_00288-1","IGFBP3"
"s_008um_00331_00405-1","IGFBP3"
"s_008um_00125_00601-1","IGFBP3"
"s_008um_00227_00412-1","IGFBP3"
"s_008um_00408_00356-1","IGFBP3"
"s_008um_00374_00270-1","IGFBP3"
"s_008um_00450_00302-1","IGFBP3"
"s_008um_00395_00554-1","IGFBP3"
"s_008um_00022_00548-1","IGFBP3"
"s_008um_00219_00110-1","IGFBP3"
"s_008um_00353_00330-1","IGFBP3"
"s_008um_00131_00021-1","IGFBP3"
"s_008um_00437_00344-1","IGFBP3"
"s_008um_00345_00070-1","IGFBP3"
"s_008um_00250_00045-1","IGFBP3"
"s_008um_00699_00468-1","IGFBP3"
"s_008um_00407_00254-1","IGFBP3"
"s_008um_00343_00096-1","IGFBP3"
"s_008um_00048_00788-1","IGFBP3"
"s_008um_00346_00251-1","IGFBP3"
"s_008um_00322_00080-1","IGFBP3"
"s_008um_00161_00643-1","IGFBP3"
"s_008um_00355_00180-1","IGFBP3"
"s_008um_00413_00313-1","IGFBP3"
"s_008um_00619_00254-1","IGFBP3"
"s_008um_00350_00223-1","IGFBP3"
"s_008um_00236_00339-1","IGFBP3"
"s_008um_00460_00143-1","IGFBP3"
"s_008um_00236_00771-1","IGFBP3"
"s_008um_00349_00284-1","IGFBP3"
"s_008um_00395_00291-1","IGFBP3"
"s_008um_00222_00323-1","IGFBP3"
"s_008um_00341_00215-1","IGFBP3"
"s_008um_00208_00122-1","IGFBP3"
"s_008um_00459_00150-1","IGFBP3"
"s_008um_00522_00710-1","IGFBP3"
"s_008um_00357_00195-1","IGFBP3"
"s_008um_00283_00746-1","IGFBP3"
"s_008um_00396_00263-1","IGFBP3"
"s_008um_00371_00349-1","IGFBP3"
"s_008um_00211_00322-1","IGFBP3"
"s_008um_00359_00094-1","IGFBP3"
"s_008um_00350_00085-1","IGFBP3"
"s_008um_00450_00495-1","IGFBP3"
"s_008um_00390_00247-1","IGFBP3"
"s_008um_00198_00293-1","IGFBP3"
"s_008um_00402_00266-1","IGFBP3"
"s_008um_00379_00157-1","IGFBP3"
"s_008um_00387_00302-1","IGFBP3"
"s_008um_00283_00500-1","IGFBP3"
"s_008um_00611_00783-1","IGFBP3"
"s_008um_00348_00208-1","IGFBP3"
"s_008um_00377_00174-1","IGFBP3"
"s_008um_00779_00495-1","IGFBP3"
"s_008um_00358_00086-1","IGFBP3"
"s_008um_00422_00177-1","IGFBP3"
"s_008um_00077_00681-1","IGFBP3"
